Probe	Symbol	acg	dlpfc	cb	amy	hc	nacc	new-mean-6	Symbol									
56672_at	C11orf17	-3	-4	7	10	11	6	0.112600019										
9617_at	MTRF1	7	11	8	-1	5	5	0.112717903										
10942_at	PRSS21	2	8	15	14	10	6	0.112727997										
1409_at	CRYAA	13	16	16	10	-1	5	0.11273371										
7320_at	UBE2B	-5	15	12	10	16	-6	0.11276695										
10691_at	GMEB1	6	15	2	10	7	7	0.112794798										
1718_at	DHCR24	6	2	5	1	2	9	0.112798993										
3696_at	ITGB8	13	-4	2	5	14	8	0.11280486										
10902_at	BRD8	10	9	-2	5	14	-1	0.112850706										
10061_at	ABCF2	7	8	6	-2	-1	-6	0.112880091										
57658_at	CALCOCO1	17	2	-1	-2	-1	4	0.112901442										
9278_at	ZBTB22	-4	1	-2	10	-4	-3	0.112905962										
23074_at	UHRF1BP1L	3	12	-3	6	11	12	0.112945668										
22808_at	MRAS	-6	17	7	9	9	-1	0.112974327										
10281_at	DSCR4	17	14	15	7	16	7	0.112983529										
26993_at	AKAP8L	2	-1	-4	3	3	-1	0.113038858										
11124_at	FAF1	17	-1	11	13	16	6	0.113051127										
5617_at	PRL	-6	1	6	-4	9	5	0.113155575										
6817_at	SULT1A1	6	10	9	8	7	4	0.113173873										
1445_at	CSK	-4	17	-3	3	2	5	0.11317985										
51734_at	SEPX1	16	4	11	9	1	3	0.11321977										
3064_at	HTT	-5	8	2	8	2	6	0.113320021										
4543_at	MTNR1A	1	-2	-1	-5	13	0	0.113333906										
57228_at	SMAGP	-4	8	16	17	-5	13	0.113361679										
28409_at	IGHV3-73	6	10	9	7	2	9	0.113369296										
56101_at	PCDHGB5	17	9	-6	-1	14	11	0.113425876										
5170_at	PDPK1	17	11	2	-6	10	3	0.113465051										
23152_at	CIC	13	4	5	10	6	10	0.113469693										
79570_at	NKAIN1	2	-2	14	-3	1	0	0.113482139										
6671_at	SP4	-3	0	2	2	7	-3	0.113492769										
10892_at	MALT1	0	-4	-2	1	-5	0	0.113497015										
56943_at	ENY2	4	-6	6	12	13	13	0.113538694										
10962_at	MLLT11	16	7	6	15	-3	13	0.113550134										
126353_at	C19orf21	-4	2	16	-2	-3	-3	0.113564162										
6954_at	TCP11	-4	-2	5	-2	-4	6	0.113582305										
3670_at	ISL1	0	-1	0	-2	11	12	0.113608452										
149111_at	CNIH3	5	6	-2	8	15	8	0.113657121										
23380_at	SRGAP2	-2	14	13	11	12	11	0.113670104										
79042_at	TSEN34	0	3	0	-6	5	-1	0.113697277										
23360_at	FNBP4	5	0	-1	6	0	12	0.113709321										
57715_at	SEMA4G	15	6	14	-3	7	11	0.113745234										
27000_at	DNAJC2	2	8	10	-2	2	0	0.113752721										
760_at	CA2	13	-5	-6	-4	-6	17	0.113808438										
7145_at	TNS1	8	13	12	3	5	11	0.113846199										
323_at	APBB2	9	17	-4	-6	15	10	0.113877377										
6731_at	SRP72	6	17	10	1	9	8	0.113953129										
51115_at	FAM82B	10	17	11	17	11	9	0.113960387										
55471_at	C2orf56	3	15	-5	0	7	2	0.113969551										
50508_at	NOX3	-4	1	10	4	4	3	0.11405307										
10455_at	PECI	1	13	4	-3	8	2	0.114065039										
6880_at	TAF9	4	12	6	-6	-6	16	0.114076931										
81698_at	C15orf5	5	3	11	9	-3	8	0.114100534										
9848_at	MFAP3L	1	-6	5	-3	1	-3	0.114116254										
65244_at	SPATS2	2	5	17	1	13	3	0.114118656										
55224_at	ETNK2	-6	12	-4	10	8	13	0.114124453										
8364_at	HIST1H4C	16	15	-3	15	15	13	0.114144162										
353514_at	LILRA5	3	3	11	14	4	13	0.114155175										
79918_at	SETD6	4	5	-2	-1	7	7	0.114255352										
112869_at	CCDC101	11	7	5	13	0	7	0.114257442										
5036_at	PA2G4	-2	-2	-1	-4	0	-6	0.114309671										
5545_at	PRB4	-5	6	14	17	0	12	0.114494741										
538_at	ATP7A	-3	-5	-1	-1	3	-2	0.114496023										
54700_at	RRN3	2	-6	-1	5	10	0	0.114518691										
9073_at	CLDN8	3	-1	8	0	12	-1	0.114595801										
81603_at	TRIM8	1	9	6	15	10	0	0.114704271										
81847_at	RNF146	-6	-4	1	16	-6	3	0.114738324										
10472_at	ZNF238	-1	-6	-2	11	-2	3	0.114760082										
7804_at	LRP8	12	11	-4	9	11	15	0.114762173										
5267_at	SERPINA4	13	13	12	12	16	6	0.114785698										
55766_at	H2AFJ	8	14	-4	-2	-3	2	0.11481292										
10213_at	PSMD14	3	12	7	17	13	17	0.114814141										
7051_at	TGM1	5	12	0	12	8	12	0.114821777										
64215_at	DNAJC1	7	10	17	0	11	16	0.114863385										
28513_at	CDH19	6	-4	17	-2	-1	4	0.114896067										
51380_at	CSAD	13	-6	-4	-6	16	13	0.114911364										
91752_at	ZNF804A	11	11	8	4	-2	17	0.1149317										
27235_at	COQ2	1	6	14	1	7	7	0.11494986										
2306_at	FOXD2	-3	-2	9	4	4	12	0.1149881										
2169_at	FABP2	15	-4	14	0	-6	14	0.115002359										
4939_at	OAS2	-5	-2	5	12	-2	7	0.115016891										
10336_at	PCGF3	6	9	7	11	6	10	0.115024503										
3207_at	HOXA11	17	-2	-2	5	-3	17	0.115030189										
2235_at	FECH	5	17	12	13	17	12	0.115043581										
51218_at	GLRX5	-4	6	7	13	8	6	0.115118335										
22796_at	COG2	0	3	4	9	2	4	0.115133168										
26150_at	RIBC2	13	9	6	2	5	10	0.115133897										
54558_at	SPATA6	11	-6	11	10	0	9	0.11520903										
55827_at	DCAF6	2	12	-6	11	1	0	0.115293087										
55023_at	PHIP	1	11	-6	12	13	13	0.11532822										
27250_at	PDCD4	8	17	12	13	8	6	0.115410203										
8204_at	NRIP1	7	11	11	7	11	14	0.115456796										
1059_at	CENPB	9	16	17	4	6	2	0.115470562										
28461_at	IGHV1-69	8	1	-6	8	14	-3	0.115484017										
4621_at	MYH3	-1	9	3	-1	0	7	0.11552634										
7782_at	SLC30A4	-5	-4	6	8	11	-5	0.115684739										
79742_at	CXorf36	0	5	-2	13	-2	6	0.115712158										
4185_at	ADAM11	17	4	-4	11	-1	-4	0.115764487										
3738_at	KCNA3	16	2	17	-3	-3	-2	0.11576971										
27035_at	NOX1	-6	3	13	8	6	13	0.115770995										
54883_at	CWC25	-1	-4	2	2	-2	8	0.115847016										
23196_at	FAM120A	14	12	2	10	-2	15	0.115913929										
26255_at	PTTG3P	-4	-3	6	-2	10	8	0.115916094										
55198_at	APPL2	-3	16	-2	15	-5	-6	0.115946932										
5122_at	PCSK1	16	15	-3	8	-6	17	0.116062615										
1421_at	CRYGD	-6	0	-4	0	-3	8	0.116160031										
23312_at	DMXL2	8	11	7	12	-5	15	0.116198536										
5228_at	PGF	3	3	2	1	7	11	0.116207319										
10616_at	RBCK1	12	2	15	17	1	1	0.116210405										
54566_at	EPB41L4B	16	3	9	13	5	8	0.116220745										
9181_at	ARHGEF2	6	0	-5	3	5	17	0.116308354										
2335_at	FN1	10	11	14	6	11	15	0.116355358										
1315_at	COPB1	1	14	1	5	11	17	0.116383814										
139081_at	MAGEC3	17	9	-4	8	12	11	0.116383921										
9742_at	IFT140	2	8	-2	10	8	16	0.116413669										
6238_at	RRBP1	6	-1	2	1	-1	-2	0.116425964										
3654_at	IRAK1	1	6	9	5	0	3	0.116452112										
26058_at	GIGYF2	5	3	6	9	9	7	0.116472131										
6699_at	SPRR1B	3	3	10	-6	10	11	0.116498416										
55972_at	SLC25A40	16	3	-2	6	-2	-1	0.116499324										
1557_at	CYP2C19	16	-5	-1	7	-3	4	0.116535756										
7915_at	ALDH5A1	9	9	-3	0	9	12	0.116557041										
57104_at	PNPLA2	16	0	-5	1	0	-4	0.116571797										
22802_at	CLCA4	9	-5	16	-4	-6	17	0.116609568										
25976_at	TIPARP	2	3	-4	0	-1	0	0.116609819										
200315_at	APOBEC3A	0	4	11	-5	7	6	0.116611748										
7586_at	ZKSCAN1	13	15	14	-5	13	11	0.116642966										
3145_at	HMBS	1	-3	15	1	7	0	0.116646065										
3694_at	ITGB6	5	14	13	15	0	-3	0.116649031										
2995_at	GYPC	16	7	1	12	6	16	0.116665244										
84065_at	TMEM222	14	15	-6	0	10	-5	0.116670052										
81851_at	KRTAP1-1	-5	-3	7	10	4	-2	0.116694277										
60482_at	SLC5A7	17	1	17	-3	12	10	0.116719046										
7574_at	ZNF26	-1	-1	8	5	-3	10	0.116766238										
8870_at	IER3	-3	5	-6	-3	-1	1	0.116766368										
705_at	BYSL	16	3	16	9	-2	-2	0.11677303										
6506_at	SLC1A2	12	-5	5	14	15	8	0.116799019										
3001_at	GZMA	-6	3	17	9	6	12	0.116806979										
6903_at	TBCC	1	0	7	5	4	0	0.116815321										
9830_at	TRIM14	10	16	11	7	11	-6	0.116817966										
22915_at	MMRN1	-1	-2	6	2	6	11	0.116839888										
23555_at	TSPAN15	10	-6	-2	-2	14	-4	0.116847601										
83445_at	GSG1	17	3	-2	3	2	12	0.116871										
8687_at	KRT38	4	0	8	0	-1	9	0.116888999										
80329_at	ULBP1	8	10	-6	9	8	13	0.11689369										
4070_at	TACSTD2	1	7	0	3	-5	9	0.116895884										
4855_at	NOTCH4	-5	8	13	15	-6	17	0.117001285										
1288_at	COL4A6	-3	15	10	13	-3	-1	0.117088579										
23513_at	SCRIB	8	11	9	11	12	16	0.117095428										
26577_at	PCOLCE2	-5	8	0	5	-5	14	0.117191941										
27097_at	TAF5L	8	-2	-3	-3	-4	10	0.117251656										
6329_at	SCN4A	7	0	0	7	3	8	0.117310489										
26958_at	COPG2	-3	0	12	1	17	15	0.117322384										
84179_at	MFSD7	4	-4	15	5	10	3	0.11737555										
9364_at	RAB28	2	-5	16	-3	11	-6	0.117380486										
53820_at	DSCR6	-6	1	1	8	2	11	0.117382292										
1001_at	CDH3	-1	7	1	6	7	6	0.117397648										
6658_at	SOX3	6	2	-1	-1	-3	14	0.117404271										
10786_at	SLC17A3	13	-4	10	8	6	17	0.117409434										
55222_at	LRRC20	-5	7	-2	10	-2	-2	0.117413323										
10144_at	FAM13A	4	10	-1	8	3	4	0.117422824										
64598_at	MOSPD3	-6	-2	17	9	-1	-5	0.117444241										
10725_at	NFAT5	10	-4	3	8	11	4	0.11746469										
79722_at	ANKRD55	14	13	8	6	12	13	0.117505674										
5861_at	RAB1A	1	-3	2	-3	4	2	0.117556625										
79796_at	ALG9	-3	1	0	-3	3	3	0.117611025										
158427_at	TSTD2	2	8	2	3	11	9	0.117706399										
23022_at	PALLD	7	12	9	9	14	16	0.117718988										
7857_at	SCG2	13	6	9	-3	-1	-6	0.117722909										
1656_at	DDX6	15	5	6	3	9	5	0.117731178										
23175_at	LPIN1	4	1	0	1	9	3	0.117781213										
3756_at	KCNH1	-4	4	-3	9	-2	10	0.117816509										
3750_at	KCND1	11	5	-2	10	11	11	0.117836255										
4249_at	MGAT5	12	1	2	16	7	-5	0.117859809										
6502_at	SKP2	11	-5	2	16	-4	10	0.117909389										
53947_at	A4GALT	5	-4	-4	-3	-3	17	0.117990103										
5629_at	PROX1	17	-2	16	-2	13	11	0.118006916										
81555_at	YIPF5	1	-2	-2	17	4	2	0.118116069										
54868_at	TMEM104	9	16	9	5	-5	17	0.11813373										
8228_at	PNPLA4	-2	7	11	17	15	17	0.118144963										
27330_at	RPS6KA6	9	15	-5	15	-6	-4	0.118197493										
79843_at	FAM124B	16	9	-5	14	10	11	0.118199446										
56904_at	SH3GLB2	11	-3	16	0	1	16	0.118281136										
8714_at	ABCC3	16	10	14	15	-3	3	0.118341195										
28673_at	TRAV12-2	-3	5	6	13	10	11	0.118345091										
79646_at	PANK3	9	17	8	12	12	7	0.118431053										
10991_at	SLC38A3	7	0	16	6	6	17	0.118436064										
7351_at	UCP2	14	0	5	5	6	3	0.118440223										
23328_at	SASH1	-4	-3	10	12	-3	-5	0.118445096										
26059_at	ERC2	-5	10	-4	8	0	-4	0.118455799										
8924_at	HERC2	7	13	2	6	13	13	0.118465844										
23474_at	ETHE1	-5	6	-4	-6	6	-2	0.118481962										
23207_at	PLEKHM2	-5	6	0	5	-6	-1	0.118496773										
23657_at	SLC7A11	5	10	9	11	12	4	0.118580924										
5926_at	ARID4A	8	14	4	9	11	10	0.118586007										
256364_at	EML3	7	-3	0	6	5	1	0.118591031										
10465_at	PPIH	8	-1	5	14	1	10	0.118664994										
529_at	ATP6V1E1	2	6	7	12	-1	7	0.118679993										
291_at	SLC25A4	17	-4	6	-3	-4	-1	0.118694193										
2619_at	GAS1	0	-2	6	14	3	-1	0.118748664										
23398_at	PPWD1	5	-5	4	-1	9	2	0.118757873										
11230_at	PRAF2	17	3	8	0	-2	7	0.118763765										
9623_at	TCL1B	4	5	17	2	9	13	0.118841138										
54543_at	TOMM7	4	3	5	-3	8	3	0.118852726										
302_at	ANXA2	-2	6	15	1	2	-1	0.118945788										
7186_at	TRAF2	16	-1	-3	14	16	16	0.11897361										
1948_at	EFNB2	12	10	-5	10	14	1	0.119013939										
126_at	ADH1C	1	8	-5	2	12	11	0.119021568										
4798_at	NFRKB	-6	4	0	12	-6	0	0.119098481										
7143_at	TNR	-6	3	-6	10	4	-1	0.119116576										
6510_at	SLC1A5	16	8	-4	10	5	11	0.119152445										
9921_at	RNF10	16	9	11	12	12	17	0.119164939										
10066_at	SCAMP2	-3	-2	9	-2	-4	4	0.119218211										
10218_at	ANGPTL7	-3	5	7	6	-6	-1	0.119244019										
57523_at	NYNRIN	17	10	17	13	11	13	0.119273715										
1414_at	CRYBB1	-1	-4	14	10	10	-3	0.11939167										
1998_at	ELF2	5	-2	0	-6	-1	3	0.119454721										
27040_at	LAT	10	7	-1	6	-5	9	0.119460886										
5446_at	PON3	17	17	10	17	15	-5	0.119484668										
8209_at	C21orf33	-6	-5	13	-3	10	1	0.119493666										
6342_at	SCP2	5	14	16	15	9	1	0.119518903										
55295_at	KLHL26	12	14	6	9	13	5	0.119537429										
7768_at	ZNF225	7	14	-1	3	7	10	0.119554897										
3073_at	HEXA	10	8	11	15	8	9	0.119569402										
55231_at	CCDC87	17	6	5	8	9	1	0.119660994										
80095_at	ZNF606	0	13	4	8	5	2	0.119776253										
55233_at	MOBKL1B	-6	14	-2	-2	6	-1	0.11981039										
10289_at	EIF1B	-6	-5	7	-4	-5	17	0.119838676										
10073_at	SNUPN	11	12	3	1	15	12	0.119877968										
2633_at	GBP1	6	13	3	4	3	-2	0.119929356										
51742_at	ARID4B	4	14	-1	6	13	11	0.119938926										
7561_at	ZNF14	10	15	5	8	12	9	0.1199486										
54802_at	TRIT1	5	2	7	11	4	9	0.119997268										
9113_at	LATS1	4	-5	3	1	7	6	0.120009844										
55631_at	LRRC40	6	14	-3	7	6	0	0.120055073										
115_at	ADCY9	1	13	10	5	0	14	0.120179086										
80345_at	ZSCAN16	9	15	11	8	9	11	0.120203071										
1381_at	CRABP1	-1	5	14	-2	1	9	0.12020442										
3889_at	KRT83	-6	5	-6	10	13	5	0.12023626										
304_at	ANXA2P2	-1	17	7	1	4	-3	0.1202764										
55259_at	CASC1	6	8	11	-6	5	-4	0.120284566										
4440_at	MSI1	15	7	6	17	0	12	0.120301044										
7342_at	UBP1	3	11	0	8	5	-6	0.120301733										
728_at	C5AR1	-2	-1	-6	17	-1	-1	0.120414512										
9258_at	MFHAS1	5	0	14	3	13	2	0.120424323										
288_at	ANK3	11	17	4	14	13	9	0.120528386										
8555_at	CDC14B	12	-6	12	8	14	12	0.120562003										
55505_at	NOP10	-5	-1	9	11	9	-3	0.120569345										
1820_at	ARID3A	2	6	3	3	4	-5	0.120669696										
10127_at	ZNF263	5	3	0	3	15	6	0.120688165										
103_at	ADAR	5	7	9	6	13	5	0.120729088										
91298_at	C12orf29	0	13	-1	10	13	-2	0.120739779										
6019_at	RLN2	16	-4	5	7	-4	14	0.120772449										
23632_at	CA14	8	-2	9	17	8	11	0.120814026										
5569_at	PKIA	17	15	15	17	17	-5	0.12084193										
29119_at	CTNNA3	17	3	9	-3	1	6	0.120855959										
1847_at	DUSP5	-3	5	8	0	-1	0	0.120857038										
50834_at	TAS2R1	15	-3	-2	9	-2	-6	0.120869193										
1237_at	CCR8	17	2	9	-5	13	2	0.120895449										
1746_at	DLX2	-3	1	16	-2	9	8	0.12101308										
4799_at	NFX1	5	6	-1	3	9	1	0.121027831										
10425_at	ARIH2	6	-1	-4	-3	-5	8	0.121120647										
8520_at	HAT1	3	17	-1	-3	4	0	0.121123898										
399664_at	MEX3D	-3	0	5	3	4	-2	0.121134906										
28316_at	CDH20	13	15	6	15	16	14	0.121135865										
9149_at	DYRK1B	-6	9	-3	1	0	-5	0.121193653										
83480_at	PUS3	0	13	14	-1	11	2	0.121199879										
57148_at	RALGAPB	7	0	7	13	-5	9	0.12122352										
9180_at	OSMR	2	1	3	4	4	2	0.121303773										
55340_at	GIMAP5	-3	0	-1	11	0	3	0.121304866										
5604_at	MAP2K1	4	1	5	8	-5	7	0.121343735										
8888_at	MCM3AP	6	-6	9	9	-3	8	0.121348564										
5046_at	PCSK6	8	-3	-6	-4	-6	17	0.121379691										
10899_at	JTB	-1	-3	5	0	2	3	0.121409303										
440348_at	NPIPL2	-4	7	-4	13	-5	14	0.121467885										
6542_at	SLC7A2	-5	11	10	-1	-3	11	0.121530796										
23589_at	CARHSP1	2	-3	-6	-2	-6	17	0.121606603										
5932_at	RBBP8	2	2	16	4	3	5	0.121642627										
55900_at	ZNF302	-1	-4	-1	-6	17	-1	0.121670224										
10297_at	APC2	7	12	-5	4	-1	12	0.1217091										
5139_at	PDE3A	4	12	1	13	8	0	0.121750967										
23387_at	SIK3	12	16	8	16	15	6	0.121795178										
7378_at	UPP1	3	10	-5	0	1	7	0.121797146										
57396_at	CLK4	8	11	-2	10	11	12	0.121804387										
64794_at	DDX31	17	7	1	14	-2	-3	0.121816415										
58494_at	JAM2	-5	12	6	-4	-6	0	0.121879849										
4140_at	MARK3	2	-4	-2	1	2	-6	0.121921367										
3558_at	IL2	10	-5	-2	-3	1	-3	0.121935839										
27342_at	RABGEF1	1	5	3	0	3	-1	0.121940719										
55697_at	VAC14	17	3	-5	-5	-1	-5	0.121964952										
6295_at	SAG	17	6	4	-3	0	-6	0.122011109										
2305_at	FOXM1	0	1	5	13	8	-2	0.122012422										
64579_at	NDST4	-5	0	6	0	2	0	0.122033394										
5322_at	PLA2G5	-4	17	4	-3	9	-3	0.122036636										
81565_at	NDEL1	9	8	14	8	-1	4	0.122043633										
5434_at	POLR2E	13	14	12	15	12	-6	0.122084445										
10799_at	RPP40	2	1	8	-2	14	4	0.122208237										
30012_at	TLX3	17	6	-2	-4	11	15	0.122256979										
57103_at	C12orf5	-4	-3	2	13	4	15	0.12231769										
8547_at	FCN3	-2	9	12	9	0	0	0.122421472										
55744_at	C7orf44	13	-1	5	17	7	17	0.122490373										
6282_at	S100A11	-2	6	4	4	2	3	0.122534014										
374868_at	ATP9B	11	13	5	15	9	16	0.122560354										
84272_at	YIPF4	4	-6	6	-1	7	-4	0.122603297										
55584_at	CHRNA9	-6	4	9	2	-4	8	0.122645378										
2258_at	FGF13	13	12	8	15	-4	6	0.122710287										
3824_at	KLRD1	-4	-1	7	-6	-4	3	0.122771034										
80344_at	DCAF11	-5	-3	-1	16	3	-6	0.122789605										
53407_at	STX18	15	15	12	14	14	17	0.12279461										
29929_at	ALG6	15	10	8	10	2	5	0.122935113										
51365_at	PLA1A	0	0	0	1	0	3	0.122944286										
51501_at	C11orf73	-1	-4	12	-2	6	7	0.122965804										
6942_at	TCF20	6	9	-4	5	-6	12	0.123073263										
1164_at	CKS2	0	3	13	16	2	12	0.12307388										
8480_at	RAE1	17	-2	0	-1	-5	4	0.12309348										
83259_at	PCDH11Y	6	-4	-6	16	16	3	0.123156539										
53615_at	MBD3	16	9	13	10	0	-6	0.123171274										
6500_at	SKP1	9	8	0	-5	5	16	0.12318847										
64400_at	AKTIP	12	-2	3	-6	17	9	0.123212402										
10240_at	MRPS31	8	12	13	17	12	17	0.123215562										
1411_at	CRYBA1	-3	5	15	5	5	8	0.123237791										
487_at	ATP2A1	-5	13	14	9	-2	4	0.123272509										
26973_at	CHORDC1	-3	16	11	-1	-5	16	0.123282031										
26539_at	OR10H1	12	4	2	14	6	10	0.123283676										
10638_at	SPHAR	5	13	15	11	5	13	0.123470884										
7022_at	TFAP2C	-3	3	7	13	-6	5	0.12350996										
10020_at	GNE	5	-4	6	0	-4	-4	0.123590773										
477_at	ATP1A2	8	11	8	12	14	8	0.123592933										
2791_at	GNG11	16	13	14	1	9	-5	0.123631952										
3475_at	IFRD1	5	16	10	12	9	17	0.123641706										
8509_at	NDST2	15	6	3	5	-5	17	0.123648272										
55770_at	EXOC2	1	-1	-5	9	-2	1	0.123665766										
29083_at	GTPBP8	8	14	10	6	9	15	0.123714813										
22976_at	PAXIP1	1	-5	-3	-2	-5	-3	0.123765287										
11272_at	PRR4	17	8	-6	16	-6	-5	0.123810853										
874_at	CBR3	14	10	13	13	12	-6	0.123829068										
58155_at	PTBP2	-1	16	-5	16	16	-5	0.123923158										
4826_at	NNAT	16	8	17	16	-5	16	0.123971425										
2561_at	GABRB2	-5	0	0	11	0	7	0.123986849										
5589_at	PRKCSH	-6	-2	-5	3	-1	-1	0.124056392										
55152_at	DALRD3	13	13	7	10	4	7	0.124103251										
90379_at	DCAF15	4	4	-1	5	-1	-3	0.124112258										
11262_at	SP140	-4	7	12	6	4	0	0.12413167										
5564_at	PRKAB1	-3	-3	1	12	-3	-3	0.124147586										
7126_at	TNFAIP1	-4	-4	-2	12	2	-1	0.124229042										
51193_at	ZNF639	1	-5	1	1	1	12	0.124248854										
3913_at	LAMB2	-2	7	-6	-1	2	-2	0.124278823										
440560_at	PRAMEF11	15	1	-1	-5	7	2	0.124282935										
22994_at	AZI1	6	9	11	11	9	5	0.124304092										
571_at	BACH1	4	2	0	3	5	2	0.124315										
11196_at	SEC23IP	-1	-4	-1	5	4	4	0.124479162										
55741_at	EDEM2	11	10	2	-3	2	-3	0.124508906										
6512_at	SLC1A7	15	5	7	12	8	7	0.124526636										
10590_at	SCGN	5	1	6	-3	-3	12	0.124568759										
3898_at	LAD1	-6	4	-6	16	-1	-5	0.124725615										
6442_at	SGCA	15	11	-6	14	4	-6	0.124727862										
51465_at	UBE2J1	3	-3	10	5	7	5	0.124739535										
57669_at	EPB41L5	12	-4	3	17	16	0	0.124744957										
23510_at	KCTD2	14	10	-3	7	4	-4	0.124747769										
2134_at	EXTL1	16	10	-4	10	-3	17	0.124792761										
4935_at	GPR143	-4	6	5	-6	0	8	0.124811251										
81567_at	TXNDC5	2	-3	-1	3	3	1	0.124941053										
2971_at	GTF3A	4	7	6	11	6	6	0.124961271										
51105_at	PHF20L1	4	8	15	10	11	17	0.124976203										
10922_at	FASTK	13	7	-6	8	6	9	0.125077411										
7090_at	TLE3	-2	9	9	8	-4	1	0.125085317										
9060_at	PAPSS2	3	12	1	3	4	1	0.125139703										
55284_at	UBE2W	7	-5	9	14	10	4	0.125266343										
9620_at	CELSR1	1	-4	-1	9	9	11	0.125330186										
9633_at	MTL5	3	6	-1	0	6	10	0.125332833										
114112_at	TXNRD3	16	0	8	-6	9	8	0.125360128										
187_at	APLNR	7	8	4	3	14	14	0.125415441										
10480_at	EIF3M	0	16	0	17	7	-2	0.125416089										
6744_at	SSFA2	8	15	13	5	10	12	0.12542706										
2533_at	FYB	16	5	1	8	2	2	0.125432847										
54832_at	VPS13C	4	17	-3	0	-6	12	0.125435817										
84148_at	MYST1	-2	5	17	15	5	0	0.125479609										
10631_at	POSTN	15	10	9	10	15	8	0.125518119										
23562_at	CLDN14	10	12	14	16	0	11	0.125587558										
6540_at	SLC6A13	-5	1	12	10	2	-6	0.125636893										
8512_at	MBL1P	-2	3	-4	7	9	8	0.125645683										
29071_at	C1GALT1C1	9	-2	11	-2	6	8	0.125654788										
114088_at	TRIM9	5	9	3	6	3	12	0.125662631										
2538_at	G6PC	-6	-4	-1	-6	11	5	0.125761321										
23640_at	HSPBP1	15	17	11	12	-6	-4	0.125810818										
10180_at	RBM6	0	-5	16	8	9	13	0.125863848										
28977_at	MRPL42	17	16	1	-6	-4	6	0.125890328										
4839_at	NOP2	-1	4	11	0	4	4	0.125979452										
8692_at	HYAL2	0	0	13	1	2	-3	0.125990962										
79029_at	SPATA5L1	0	-6	1	6	11	3	0.126004995										
27123_at	DKK2	0	-3	-6	-5	10	-5	0.126027392										
9134_at	CCNE2	8	-3	-3	-3	15	15	0.126056342										
2523_at	FUT1	-2	4	-3	8	3	7	0.12620698										
883_at	CCBL1	-2	2	3	17	7	6	0.126215306										
9792_at	SERTAD2	2	2	10	4	3	0	0.126242387										
353189_at	SLCO4C1	8	9	0	7	7	11	0.126263598										
54961_at	SSH3	8	-4	-3	-3	5	13	0.126301759										
79913_at	ACTR5	1	-3	17	16	6	5	0.126314655										
6525_at	SMTN	-4	6	15	-4	-2	-3	0.126358102										
1135_at	CHRNA2	16	7	-2	16	16	7	0.126399779										
55001_at	TTC22	-3	7	12	-4	9	8	0.126429352										
1428_at	CRYM	17	12	14	10	17	-5	0.126522261										
7855_at	FZD5	7	-3	4	0	-2	10	0.126525403										
3111_at	HLA-DOA	0	3	-3	15	1	15	0.126571146										
9506_at	PAGE4	9	9	-3	15	7	17	0.126588231										
